PdDistrict,Date,IncidntNum
TARAVAL,05/17/2016,27
PARK,05/08/2016,13
NORTHERN,10/15/2016,53
SOUTHERN,05/09/2016,60
TENDERLOIN,01/04/2016,30
TARAVAL,02/13/2016,30
BAYVIEW,11/13/2016,31
CENTRAL,02/22/2016,43
RICHMOND,12/28/2016,21
TENDERLOIN,03/23/2016,22
SOUTHERN,02/16/2016,80
SOUTHERN,06/25/2016,117
INGLESIDE,01/14/2016,28
TENDERLOIN,08/24/2016,11
SOUTHERN,01/09/2016,85
TARAVAL,08/04/2016,25
TARAVAL,06/08/2016,30
MISSION,03/31/2016,48
TARAVAL,03/04/2016,32
TARAVAL,11/08/2016,44
RICHMOND,03/02/2016,30
INGLESIDE,11/23/2016,35
RICHMOND,02/02/2016,26
CENTRAL,05/19/2016,25
SOUTHERN,02/06/2016,116
PARK,11/13/2016,22
CENTRAL,09/18/2016,29
CENTRAL,04/15/2016,46
MISSION,09/12/2016,54
NORTHERN,12/27/2016,55
NORTHERN,10/09/2016,55
MISSION,03/24/2016,32
MISSION,08/31/2016,64
NORTHERN,07/16/2016,49
SOUTHERN,06/17/2016,76
INGLESIDE,09/23/2016,36
BAYVIEW,10/01/2016,40
PARK,08/17/2016,24
TENDERLOIN,02/04/2016,36
TENDERLOIN,12/02/2016,36
CENTRAL,11/07/2016,36
PARK,07/18/2016,25
MISSION,06/27/2016,33
SOUTHERN,10/24/2016,80
PARK,12/19/2016,24
MISSION,10/10/2016,80
TENDERLOIN,01/02/2016,24
SOUTHERN,12/17/2016,94
BAYVIEW,02/25/2016,44
BAYVIEW,12/19/2016,28
TARAVAL,11/06/2016,33
CENTRAL,07/04/2016,64
PARK,02/25/2016,35
NORTHERN,07/17/2016,44
PARK,10/01/2016,29
TARAVAL,05/03/2016,16
BAYVIEW,08/17/2016,34
BAYVIEW,07/18/2016,32
INGLESIDE,09/25/2016,27
RICHMOND,10/19/2016,25
SOUTHERN,08/21/2016,75
PARK,05/21/2016,17
MISSION,07/01/2016,66
NORTHERN,04/12/2016,48
SOUTHERN,11/17/2016,76
RICHMOND,06/28/2016,19
TENDERLOIN,03/27/2016,29
PARK,03/16/2016,14
BAYVIEW,07/22/2016,41
RICHMOND,02/14/2016,13
BAYVIEW,02/26/2016,40
CENTRAL,10/05/2016,25
PARK,11/04/2016,24
INGLESIDE,12/04/2016,23
NORTHERN,05/05/2016,48
BAYVIEW,03/16/2016,45
PARK,07/22/2016,19
PARK,02/26/2016,24
INGLESIDE,09/06/2016,37
CENTRAL,04/17/2016,45
BAYVIEW,11/04/2016,56
RICHMOND,09/08/2016,25
NORTHERN,06/24/2016,61
RICHMOND,12/07/2016,28
INGLESIDE,06/06/2016,30
BAYVIEW,05/21/2016,32
TENDERLOIN,10/14/2016,19
MISSION,04/10/2016,43
INGLESIDE,12/13/2016,26
PARK,12/28/2016,20
SOUTHERN,08/10/2016,78
NORTHERN,06/06/2016,40
TENDERLOIN,11/11/2016,20
INGLESIDE,06/24/2016,36
BAYVIEW,02/02/2016,36
NORTHERN,12/13/2016,64
SOUTHERN,01/29/2016,118
BAYVIEW,03/02/2016,36
INGLESIDE,05/05/2016,42
CENTRAL,08/25/2016,43
CENTRAL,09/24/2016,55
NORTHERN,09/06/2016,51
CENTRAL,08/07/2016,46
TENDERLOIN,06/13/2016,26
CENTRAL,11/12/2016,62
CENTRAL,01/17/2016,51
TENDERLOIN,06/15/2016,30
TARAVAL,09/16/2016,33
PARK,03/02/2016,26
MISSION,09/19/2016,45
CENTRAL,03/20/2016,43
NORTHERN,12/04/2016,61
SOUTHERN,04/25/2016,82
BAYVIEW,12/28/2016,43
TENDERLOIN,02/18/2016,19
PARK,02/02/2016,26
RICHMOND,11/13/2016,26
INGLESIDE,04/12/2016,41
SOUTHERN,11/02/2016,59
PARK,08/02/2016,20
MISSION,04/27/2016,47
MISSION,04/19/2016,50
SOUTHERN,04/28/2016,113
PARK,01/18/2016,26
NORTHERN,09/25/2016,62
RICHMOND,04/05/2016,22
RICHMOND,12/21/2016,21
INGLESIDE,07/17/2016,15
TENDERLOIN,05/15/2016,36
TARAVAL,05/18/2016,33
PARK,01/25/2016,19
SOUTHERN,06/02/2016,92
CENTRAL,10/12/2016,37
SOUTHERN,05/20/2016,88
BAYVIEW,01/25/2016,47
SOUTHERN,04/29/2016,89
TARAVAL,08/27/2016,29
MISSION,09/04/2016,72
BAYVIEW,08/02/2016,31
INGLESIDE,07/16/2016,40
NORTHERN,09/23/2016,67
RICHMOND,05/08/2016,15
TARAVAL,06/03/2016,24
TARAVAL,04/06/2016,31
TARAVAL,08/12/2016,31
BAYVIEW,01/18/2016,38
SOUTHERN,03/25/2016,72
CENTRAL,10/20/2016,55
PARK,06/28/2016,33
MISSION,06/22/2016,58
CENTRAL,05/07/2016,57
BAYVIEW,12/07/2016,29
INGLESIDE,12/27/2016,29
CENTRAL,11/25/2016,64
BAYVIEW,09/08/2016,45
MISSION,12/20/2016,76
INGLESIDE,10/09/2016,32
RICHMOND,05/21/2016,26
TARAVAL,08/18/2016,35
TARAVAL,02/05/2016,44
CENTRAL,06/11/2016,50
PARK,02/14/2016,17
SOUTHERN,06/20/2016,80
MISSION,04/20/2016,64
RICHMOND,11/04/2016,36
NORTHERN,11/23/2016,65
TENDERLOIN,08/30/2016,28
CENTRAL,04/24/2016,45
RICHMOND,03/16/2016,34
RICHMOND,02/26/2016,22
BAYVIEW,02/14/2016,28
TENDERLOIN,02/24/2016,24
TARAVAL,01/27/2016,45
NORTHERN,01/14/2016,44
RICHMOND,07/22/2016,25
MISSION,11/27/2016,55
BAYVIEW,06/28/2016,45
SOUTHERN,03/10/2016,52
PARK,09/08/2016,17
PARK,12/07/2016,23
CENTRAL,07/13/2016,47
SOUTHERN,10/21/2016,88
RICHMOND,07/18/2016,20
INGLESIDE,10/15/2016,36
CENTRAL,06/21/2016,52
TENDERLOIN,03/28/2016,34
CENTRAL,05/10/2016,53
BAYVIEW,10/19/2016,35
SOUTHERN,05/11/2016,59
SOUTHERN,07/07/2016,89
SOUTHERN,07/10/2016,78
RICHMOND,08/17/2016,21
MISSION,07/19/2016,50
TENDERLOIN,12/24/2016,23
SOUTHERN,10/06/2016,81
RICHMOND,12/19/2016,17
TARAVAL,05/24/2016,27
NORTHERN,10/26/2016,74
RICHMOND,02/25/2016,36
INGLESIDE,12/26/2016,26
CENTRAL,01/10/2016,38
MISSION,06/05/2016,38
PARK,10/19/2016,30
MISSION,03/17/2016,43
RICHMOND,10/01/2016,54
NORTHERN,03/08/2016,46
TARAVAL,06/10/2016,21
TARAVAL,10/02/2016,29
CENTRAL,01/26/2016,38
BAYVIEW,03/08/2016,29
RICHMOND,07/16/2016,23
INGLESIDE,05/08/2016,30
MISSION,10/21/2016,59
BAYVIEW,10/26/2016,34
MISSION,03/10/2016,41
SOUTHERN,11/27/2016,76
SOUTHERN,12/20/2016,72
RICHMOND,07/17/2016,12
SOUTHERN,06/22/2016,90
INGLESIDE,04/05/2016,37
INGLESIDE,12/21/2016,32
PARK,10/26/2016,29
TARAVAL,05/06/2016,26
PARK,03/08/2016,14
MISSION,06/20/2016,41
SOUTHERN,04/20/2016,85
NORTHERN,10/19/2016,42
NORTHERN,06/28/2016,66
RICHMOND,04/12/2016,33
INGLESIDE,11/13/2016,14
BAYVIEW,01/14/2016,44
TARAVAL,04/18/2016,31
PARK,11/23/2016,18
CENTRAL,12/11/2016,51
SOUTHERN,03/17/2016,59
TENDERLOIN,07/26/2016,22
NORTHERN,02/14/2016,47
SOUTHERN,06/05/2016,58
MISSION,07/10/2016,44
PARK,01/14/2016,29
SOUTHERN,07/19/2016,76
RICHMOND,05/05/2016,29
BAYVIEW,11/23/2016,39
MISSION,05/11/2016,53
MISSION,07/07/2016,37
CENTRAL,10/25/2016,49
RICHMOND,06/24/2016,11
NORTHERN,12/07/2016,61
NORTHERN,09/08/2016,52
MISSION,10/06/2016,63
CENTRAL,02/03/2016,57
MISSION,04/25/2016,34
PARK,09/25/2016,19
NORTHERN,01/18/2016,43
TARAVAL,04/30/2016,20
TENDERLOIN,10/23/2016,15
TARAVAL,10/04/2016,27
NORTHERN,08/02/2016,49
SOUTHERN,09/19/2016,66
BAYVIEW,09/23/2016,40
CENTRAL,07/02/2016,48
INGLESIDE,10/01/2016,40
CENTRAL,01/03/2016,45
NORTHERN,01/25/2016,45
RICHMOND,12/26/2016,27
INGLESIDE,02/25/2016,24
TARAVAL,04/16/2016,33
INGLESIDE,12/19/2016,41
MISSION,08/10/2016,51
RICHMOND,10/15/2016,19
INGLESIDE,07/18/2016,31
BAYVIEW,09/25/2016,35
TARAVAL,03/09/2016,24
PARK,09/23/2016,29
CENTRAL,11/10/2016,29
INGLESIDE,08/17/2016,26
TARAVAL,02/29/2016,37
MISSION,01/29/2016,51
PARK,12/13/2016,18
MISSION,05/20/2016,57
CENTRAL,09/02/2016,59
TARAVAL,05/16/2016,34
CENTRAL,07/15/2016,51
PARK,06/06/2016,13
CENTRAL,04/22/2016,44
MISSION,06/02/2016,44
NORTHERN,12/28/2016,43
MISSION,03/25/2016,63
INGLESIDE,02/26/2016,34
TARAVAL,07/08/2016,42
PARK,09/06/2016,27
BAYVIEW,12/04/2016,34
MISSION,04/29/2016,42
SOUTHERN,09/04/2016,67
INGLESIDE,07/22/2016,33
SOUTHERN,04/19/2016,100
MISSION,04/28/2016,65
BAYVIEW,09/06/2016,38
INGLESIDE,11/04/2016,37
PARK,12/04/2016,8
SOUTHERN,04/27/2016,67
CENTRAL,07/27/2016,67
CENTRAL,02/07/2016,49
NORTHERN,03/02/2016,42
INGLESIDE,03/16/2016,37
MISSION,11/02/2016,87
CENTRAL,01/30/2016,57
BAYVIEW,12/13/2016,39
NORTHERN,02/02/2016,52
TENDERLOIN,10/11/2016,19
RICHMOND,10/09/2016,17
RICHMOND,12/27/2016,27
TARAVAL,06/30/2016,30
CENTRAL,10/08/2016,65
BAYVIEW,06/06/2016,41
INGLESIDE,05/21/2016,27
NORTHERN,09/16/2016,57
SOUTHERN,09/30/2016,84
TENDERLOIN,08/15/2016,30
RICHMOND,04/04/2016,31
TARAVAL,12/04/2016,25
BAYVIEW,07/08/2016,28
RICHMOND,05/02/2016,16
PARK,06/30/2016,17
RICHMOND,03/21/2016,28
BAYVIEW,05/16/2016,44
SOUTHERN,11/05/2016,91
RICHMOND,02/28/2016,29
TARAVAL,06/06/2016,18
BAYVIEW,06/30/2016,46
CENTRAL,10/28/2016,65
PARK,05/16/2016,22
CENTRAL,08/23/2016,57
TARAVAL,12/13/2016,41
TENDERLOIN,05/23/2016,30
PARK,07/08/2016,9
TARAVAL,09/06/2016,33
CENTRAL,08/05/2016,59
SOUTHERN,12/29/2016,79
BAYVIEW,04/16/2016,43
SOUTHERN,03/01/2016,78
CENTRAL,11/29/2016,38
SOUTHERN,08/09/2016,60
RICHMOND,01/13/2016,28
SOUTHERN,02/17/2016,61
SOUTHERN,07/11/2016,75
NORTHERN,08/27/2016,42
TENDERLOIN,07/23/2016,29
SOUTHERN,07/31/2016,77
PARK,02/29/2016,19
TARAVAL,09/23/2016,43
MISSION,03/03/2016,42
SOUTHERN,02/23/2016,62
BAYVIEW,10/04/2016,35
PARK,03/09/2016,34
NORTHERN,08/12/2016,57
NORTHERN,04/06/2016,72
NORTHERN,06/03/2016,46
BAYVIEW,04/30/2016,40
MISSION,12/30/2016,69
TENDERLOIN,07/29/2016,25
BAYVIEW,02/29/2016,50
RICHMOND,12/25/2016,10
CENTRAL,01/24/2016,52
INGLESIDE,05/03/2016,24
MISSION,05/31/2016,62
PARK,10/04/2016,29
BAYVIEW,03/09/2016,39
TARAVAL,09/25/2016,36
TENDERLOIN,09/26/2016,15
PARK,04/30/2016,29
PARK,04/16/2016,37
MISSION,09/05/2016,55
INGLESIDE,11/06/2016,27
RICHMOND,01/16/2016,27
NORTHERN,05/18/2016,44
RICHMOND,03/18/2016,31
TENDERLOIN,03/15/2016,38
SOUTHERN,12/14/2016,99
RICHMOND,08/01/2016,37
SOUTHERN,06/04/2016,70
CENTRAL,08/28/2016,46
NORTHERN,01/27/2016,52
CENTRAL,08/14/2016,30
BAYVIEW,04/18/2016,22
SOUTHERN,09/01/2016,63
MISSION,09/10/2016,57
TARAVAL,01/14/2016,26
TENDERLOIN,08/20/2016,29
MISSION,04/26/2016,73
INGLESIDE,02/13/2016,38
MISSION,04/21/2016,49
RICHMOND,12/05/2016,23
RICHMOND,03/29/2016,22
RICHMOND,02/11/2016,24
NORTHERN,02/05/2016,65
TENDERLOIN,04/03/2016,36
NORTHERN,08/18/2016,65
INGLESIDE,06/08/2016,20
INGLESIDE,08/04/2016,21
TENDERLOIN,09/09/2016,18
PARK,04/18/2016,22
TARAVAL,11/23/2016,28
INGLESIDE,11/08/2016,30
MISSION,03/26/2016,74
INGLESIDE,03/04/2016,37
RICHMOND,07/24/2016,26
RICHMOND,11/03/2016,31
CENTRAL,05/28/2016,54
TARAVAL,10/26/2016,28
TENDERLOIN,01/31/2016,14
MISSION,06/18/2016,34
CENTRAL,11/09/2016,50
SOUTHERN,10/13/2016,126
TENDERLOIN,12/09/2016,29
TENDERLOIN,05/13/2016,36
CENTRAL,06/16/2016,47
TARAVAL,03/08/2016,25
PARK,05/06/2016,22
NORTHERN,06/10/2016,45
MISSION,12/31/2016,70
BAYVIEW,10/02/2016,34
CENTRAL,10/17/2016,58
SOUTHERN,06/23/2016,74
SOUTHERN,11/24/2016,63
RICHMOND,08/08/2016,27
TENDERLOIN,10/16/2016,35
TENDERLOIN,11/20/2016,26
BAYVIEW,05/06/2016,32
SOUTHERN,03/14/2016,67
PARK,10/02/2016,9
RICHMOND,02/01/2016,23
MISSION,08/22/2016,64
CENTRAL,09/28/2016,43
SOUTHERN,06/14/2016,67
TENDERLOIN,09/20/2016,24
INGLESIDE,07/06/2016,28
RICHMOND,09/07/2016,23
INGLESIDE,05/17/2016,40
NORTHERN,05/24/2016,70
MISSION,02/12/2016,41
MISSION,03/06/2016,33
BAYVIEW,05/24/2016,42
RICHMOND,11/06/2016,19
TENDERLOIN,07/30/2016,18
INGLESIDE,01/16/2016,48
CENTRAL,04/08/2016,32
INGLESIDE,03/18/2016,33
SOUTHERN,03/26/2016,96
INGLESIDE,12/25/2016,15
PARK,06/10/2016,32
NORTHERN,05/06/2016,51
CENTRAL,08/29/2016,39
RICHMOND,05/03/2016,28
TARAVAL,10/19/2016,45
MISSION,09/01/2016,41
NORTHERN,10/02/2016,52
TENDERLOIN,04/02/2016,34
BAYVIEW,06/10/2016,46
SOUTHERN,09/10/2016,74
SOUTHERN,04/26/2016,58
MISSION,06/04/2016,36
CENTRAL,11/15/2016,44
MISSION,12/14/2016,81
PARK,05/24/2016,27
SOUTHERN,04/21/2016,77
INGLESIDE,01/13/2016,41
MISSION,03/14/2016,38
PARK,01/27/2016,29
CENTRAL,04/14/2016,35
BAYVIEW,02/05/2016,42
MISSION,11/24/2016,43
BAYVIEW,08/18/2016,31
SOUTHERN,02/12/2016,73
SOUTHERN,03/06/2016,58
CENTRAL,03/30/2016,43
TARAVAL,09/08/2016,30
TARAVAL,12/07/2016,33
TENDERLOIN,12/06/2016,17
SOUTHERN,08/22/2016,79
MISSION,06/14/2016,37
INGLESIDE,03/21/2016,34
TARAVAL,06/28/2016,37
INGLESIDE,02/28/2016,19
TENDERLOIN,09/15/2016,28
SOUTHERN,12/31/2016,124
MISSION,06/23/2016,48
BAYVIEW,01/27/2016,41
NORTHERN,04/18/2016,57
INGLESIDE,04/04/2016,35
SOUTHERN,06/18/2016,71
PARK,08/18/2016,21
TARAVAL,02/14/2016,25
PARK,02/05/2016,30
MISSION,10/13/2016,50
INGLESIDE,05/02/2016,40
BAYVIEW,05/18/2016,45
INGLESIDE,09/07/2016,27
RICHMOND,07/06/2016,31
RICHMOND,05/17/2016,23
MISSION,12/29/2016,55
CENTRAL,01/06/2016,53
PARK,06/03/2016,22
INGLESIDE,08/08/2016,21
PARK,04/06/2016,24
CENTRAL,01/01/2016,85
NORTHERN,03/09/2016,49
PARK,08/12/2016,27
CENTRAL,10/29/2016,52
CENTRAL,05/14/2016,46
INGLESIDE,02/01/2016,46
NORTHERN,02/29/2016,40
PARK,08/27/2016,20
NORTHERN,04/30/2016,49
TARAVAL,01/18/2016,31
BAYVIEW,04/06/2016,40
BAYVIEW,08/12/2016,31
NORTHERN,10/04/2016,48
BAYVIEW,06/03/2016,32
TARAVAL,08/02/2016,35
BAYVIEW,08/27/2016,44
MISSION,09/30/2016,63
TARAVAL,01/25/2016,24
INGLESIDE,11/03/2016,35
PARK,05/18/2016,28
CENTRAL,03/22/2016,28
MISSION,11/05/2016,56
NORTHERN,04/16/2016,53
RICHMOND,08/04/2016,18
RICHMOND,06/08/2016,26
RICHMOND,11/08/2016,27
TARAVAL,03/02/2016,40
SOUTHERN,05/31/2016,53
INGLESIDE,07/24/2016,31
PARK,09/16/2016,29
RICHMOND,03/04/2016,29
INGLESIDE,03/29/2016,41
TARAVAL,02/02/2016,36
INGLESIDE,02/11/2016,29
TENDERLOIN,08/16/2016,25
SOUTHERN,09/05/2016,53
NORTHERN,06/30/2016,58
CENTRAL,01/11/2016,46
MISSION,02/17/2016,43
RICHMOND,02/13/2016,26
MISSION,07/11/2016,62
MISSION,03/01/2016,45
MISSION,08/09/2016,59
INGLESIDE,12/05/2016,27
NORTHERN,05/16/2016,57
TARAVAL,12/28/2016,14
TENDERLOIN,01/20/2016,16
SOUTHERN,12/30/2016,79
INGLESIDE,08/01/2016,36
NORTHERN,07/08/2016,51
CENTRAL,11/01/2016,49
CENTRAL,06/19/2016,59
SOUTHERN,03/03/2016,61
MISSION,02/23/2016,39
BAYVIEW,09/16/2016,39
MISSION,07/31/2016,41
RICHMOND,12/15/2016,27
BAYVIEW,08/14/2016,42
CENTRAL,04/18/2016,49
TARAVAL,12/11/2016,47
BAYVIEW,08/28/2016,34
TENDERLOIN,09/04/2016,23
TENDERLOIN,04/19/2016,33
PARK,08/14/2016,25
RICHMOND,06/29/2016,13
TENDERLOIN,04/27/2016,27
NORTHERN,04/14/2016,33
PARK,08/28/2016,19
TARAVAL,10/25/2016,40
INGLESIDE,02/15/2016,33
SOUTHERN,10/11/2016,65
MISSION,05/15/2016,40
NORTHERN,03/30/2016,59
INGLESIDE,03/07/2016,22
RICHMOND,02/19/2016,34
TARAVAL,02/03/2016,34
INGLESIDE,12/16/2016,26
CENTRAL,10/02/2016,39
BAYVIEW,10/17/2016,43
SOUTHERN,10/23/2016,69
TARAVAL,01/26/2016,36
NORTHERN,11/15/2016,76
TENDERLOIN,09/19/2016,23
BAYVIEW,06/16/2016,58
MISSION,06/15/2016,48
BAYVIEW,11/09/2016,41
RICHMOND,01/22/2016,23
MISSION,02/18/2016,50
BAYVIEW,05/28/2016,34
PARK,09/28/2016,26
MISSION,11/11/2016,64
PARK,05/28/2016,20
NORTHERN,04/08/2016,71
BAYVIEW,09/28/2016,35
PARK,10/17/2016,12
CENTRAL,05/06/2016,53
NORTHERN,08/29/2016,48
MISSION,06/13/2016,46
RICHMOND,07/25/2016,22
PARK,06/16/2016,21
RICHMOND,07/20/2016,22
PARK,11/09/2016,23
NORTHERN,01/11/2016,53
PARK,08/23/2016,37
TARAVAL,09/02/2016,43
CENTRAL,05/16/2016,59
TARAVAL,07/15/2016,30
PARK,10/28/2016,24
INGLESIDE,11/14/2016,37
INGLESIDE,01/23/2016,40
TARAVAL,04/22/2016,20
PARK,08/05/2016,29
CENTRAL,07/08/2016,32
NORTHERN,11/01/2016,50
TENDERLOIN,03/17/2016,23
NORTHERN,06/19/2016,49
TENDERLOIN,06/05/2016,26
SOUTHERN,07/26/2016,69
TENDERLOIN,07/19/2016,40
BAYVIEW,08/05/2016,47
TARAVAL,07/27/2016,22
MISSION,03/28/2016,53
TARAVAL,02/07/2016,33
RICHMOND,06/26/2016,19
BAYVIEW,08/23/2016,35
TARAVAL,01/30/2016,24
MISSION,12/24/2016,40
BAYVIEW,10/28/2016,57
CENTRAL,06/30/2016,40
TARAVAL,10/08/2016,46
CENTRAL,04/30/2016,68
RICHMOND,01/12/2016,22
INGLESIDE,05/29/2016,28
CENTRAL,10/04/2016,42
TARAVAL,07/02/2016,24
MISSION,02/24/2016,52
PARK,01/24/2016,28
TARAVAL,01/03/2016,19
RICHMOND,12/10/2016,30
BAYVIEW,11/29/2016,48
NORTHERN,03/22/2016,63
TENDERLOIN,11/27/2016,26
CENTRAL,04/16/2016,41
INGLESIDE,01/19/2016,32
TENDERLOIN,12/20/2016,33
INGLESIDE,05/12/2016,23
RICHMOND,12/23/2016,29
PARK,11/29/2016,13
TENDERLOIN,06/22/2016,34
RICHMOND,07/03/2016,13
NORTHERN,01/06/2016,48
MISSION,08/30/2016,45
NORTHERN,01/01/2016,78
CENTRAL,03/09/2016,28
NORTHERN,10/29/2016,63
TENDERLOIN,04/20/2016,29
TARAVAL,11/10/2016,30
NORTHERN,05/14/2016,73
RICHMOND,05/30/2016,11
CENTRAL,02/29/2016,45
BAYVIEW,01/24/2016,46
RICHMOND,01/21/2016,34
BAYVIEW,05/14/2016,42
NORTHERN,01/24/2016,44
INGLESIDE,07/25/2016,16
SOUTHERN,03/28/2016,77
INGLESIDE,07/20/2016,23
TENDERLOIN,07/07/2016,30
TENDERLOIN,05/11/2016,28
BAYVIEW,10/29/2016,42
BAYVIEW,01/01/2016,47
TENDERLOIN,07/10/2016,24
BAYVIEW,01/06/2016,31
TENDERLOIN,10/06/2016,32
SOUTHERN,12/24/2016,66
PARK,03/22/2016,24
CENTRAL,05/18/2016,50
TARAVAL,10/12/2016,35
INGLESIDE,01/22/2016,50
NORTHERN,11/29/2016,61
BAYVIEW,03/22/2016,40
CENTRAL,08/27/2016,54
PARK,05/14/2016,19
MISSION,07/26/2016,49
PARK,01/01/2016,31
CENTRAL,08/12/2016,50
PARK,10/29/2016,21
CENTRAL,04/06/2016,35
CENTRAL,06/03/2016,53
TARAVAL,10/20/2016,23
PARK,01/06/2016,20
NORTHERN,10/28/2016,52
NORTHERN,08/23/2016,64
INGLESIDE,02/19/2016,34
RICHMOND,03/07/2016,37
RICHMOND,12/16/2016,27
PARK,01/11/2016,21
INGLESIDE,06/29/2016,21
TARAVAL,08/25/2016,37
PARK,06/19/2016,13
TENDERLOIN,06/20/2016,33
PARK,11/01/2016,38
TARAVAL,08/07/2016,21
SOUTHERN,08/30/2016,74
TARAVAL,09/24/2016,32
NORTHERN,08/05/2016,77
RICHMOND,02/15/2016,14
SOUTHERN,02/24/2016,80
TARAVAL,01/17/2016,28
INGLESIDE,12/15/2016,33
CENTRAL,09/16/2016,66
TARAVAL,11/12/2016,40
BAYVIEW,06/19/2016,23
TARAVAL,03/20/2016,21
BAYVIEW,11/01/2016,37
TENDERLOIN,03/10/2016,33
TENDERLOIN,10/21/2016,16
BAYVIEW,01/11/2016,30
TENDERLOIN,11/02/2016,16
TARAVAL,05/10/2016,25
TARAVAL,06/21/2016,47
PARK,11/15/2016,23
BAYVIEW,08/29/2016,50
INGLESIDE,01/21/2016,46
TENDERLOIN,04/28/2016,22
INGLESIDE,05/30/2016,37
BAYVIEW,04/08/2016,43
NORTHERN,09/28/2016,58
RICHMOND,01/19/2016,31
INGLESIDE,12/23/2016,32
RICHMOND,05/12/2016,28
MISSION,10/11/2016,55
SOUTHERN,05/15/2016,86
INGLESIDE,07/03/2016,27
CENTRAL,05/24/2016,50
TENDERLOIN,06/02/2016,15
PARK,04/08/2016,15
NORTHERN,05/28/2016,59
TENDERLOIN,05/20/2016,45
INGLESIDE,12/10/2016,27
TARAVAL,01/10/2016,34
INGLESIDE,01/12/2016,34
NORTHERN,11/09/2016,43
TENDERLOIN,04/29/2016,37
BAYVIEW,11/15/2016,45
RICHMOND,05/29/2016,34
NORTHERN,06/16/2016,40
PARK,08/29/2016,17
CENTRAL,06/10/2016,56
NORTHERN,10/17/2016,56
TENDERLOIN,03/25/2016,33
TENDERLOIN,08/10/2016,28
TARAVAL,05/07/2016,22
SOUTHERN,11/11/2016,87
BAYVIEW,03/30/2016,43
TARAVAL,11/25/2016,37
TENDERLOIN,01/29/2016,47
CENTRAL,02/05/2016,39
TARAVAL,06/11/2016,29
CENTRAL,08/18/2016,53
BAYVIEW,04/14/2016,50
SOUTHERN,06/13/2016,94
INGLESIDE,06/26/2016,25
TARAVAL,04/24/2016,22
SOUTHERN,06/15/2016,88
NORTHERN,08/28/2016,63
PARK,04/14/2016,22
MISSION,10/23/2016,73
CENTRAL,01/27/2016,51
NORTHERN,08/14/2016,58
TENDERLOIN,04/25/2016,29
SOUTHERN,02/18/2016,83
PARK,03/30/2016,35
RICHMOND,11/14/2016,18
RICHMOND,01/23/2016,19
TARAVAL,07/13/2016,16
BAYVIEW,04/24/2016,27
MISSION,09/26/2016,67
TENDERLOIN,05/31/2016,31
RICHMOND,04/17/2016,27
TARAVAL,04/14/2016,30
NORTHERN,10/25/2016,52
BAYVIEW,06/11/2016,37
PARK,07/13/2016,23
MISSION,03/15/2016,48
BAYVIEW,11/25/2016,45
INGLESIDE,05/22/2016,21
CENTRAL,12/07/2016,36
TARAVAL,03/30/2016,30
CENTRAL,09/08/2016,37
BAYVIEW,05/07/2016,33
NORTHERN,02/03/2016,59
TENDERLOIN,09/05/2016,30
SOUTHERN,08/16/2016,80
BAYVIEW,07/13/2016,33
INGLESIDE,10/03/2016,41
PARK,11/25/2016,25
PARK,05/07/2016,20
CENTRAL,06/28/2016,54
MISSION,07/29/2016,52
TENDERLOIN,12/30/2016,14
SOUTHERN,01/20/2016,85
PARK,04/24/2016,24
NORTHERN,12/11/2016,68
TENDERLOIN,03/03/2016,29
INGLESIDE,02/09/2016,54
RICHMOND,10/05/2016,29
CENTRAL,02/14/2016,38
PARK,06/11/2016,17
MISSION,07/23/2016,61
MISSION,05/23/2016,68
RICHMOND,07/04/2016,15
PARK,01/10/2016,26
TARAVAL,04/08/2016,39
TARAVAL,08/29/2016,36
BAYVIEW,06/21/2016,43
CENTRAL,10/19/2016,50
BAYVIEW,05/10/2016,40
NORTHERN,01/26/2016,50
MISSION,08/15/2016,50
PARK,05/10/2016,24
PARK,06/21/2016,25
TARAVAL,11/15/2016,33
INGLESIDE,07/05/2016,34
RICHMOND,11/07/2016,24
BAYVIEW,01/10/2016,53
INGLESIDE,09/21/2016,23
INGLESIDE,10/22/2016,23
MISSION,11/20/2016,69
BAYVIEW,09/24/2016,30
NORTHERN,07/27/2016,53
MISSION,10/16/2016,51
BAYVIEW,08/07/2016,36
INGLESIDE,12/12/2016,32
PARK,03/20/2016,11
NORTHERN,02/07/2016,71
BAYVIEW,08/25/2016,42
CENTRAL,03/02/2016,54
PARK,01/17/2016,26
PARK,11/12/2016,23
TENDERLOIN,03/06/2016,32
TENDERLOIN,02/12/2016,27
RICHMOND,05/19/2016,20
NORTHERN,01/30/2016,74
CENTRAL,02/02/2016,48
SOUTHERN,12/06/2016,82
MISSION,09/20/2016,60
NORTHERN,10/08/2016,69
TENDERLOIN,08/22/2016,22
RICHMOND,04/15/2016,21
RICHMOND,09/18/2016,19
RICHMOND,02/22/2016,27
TARAVAL,01/11/2016,49
MISSION,01/31/2016,40
NORTHERN,09/02/2016,43
NORTHERN,07/15/2016,55
NORTHERN,04/22/2016,60
CENTRAL,12/28/2016,70
SOUTHERN,09/15/2016,80
TENDERLOIN,12/31/2016,36
TARAVAL,11/01/2016,64
PARK,08/07/2016,20
PARK,09/24/2016,20
PARK,08/25/2016,27
MISSION,05/13/2016,74
BAYVIEW,03/20/2016,46
TARAVAL,06/19/2016,25
MISSION,12/09/2016,40
BAYVIEW,11/12/2016,40
TENDERLOIN,06/18/2016,26
BAYVIEW,01/17/2016,32
